Year,Quarter,Airline,PaxToIndia,PaxFromIndia,FreightToIndia,FreightFromIndia
18,2,MAHAN AIR,5164,5915,54.66,320.08
18,3,MAHAN AIR,6140,6607,44.35,232.23
18,4,MAHAN AIR,6659,5928,101.57,321.64
19,1,MAHAN AIR,8352,6714,11.21,448.65
19,2,MAHAN AIR,6283,6537,22.77,461.10
19,3,MAHAN AIR,7714,6676,40.64,373.43
19,4,MAHAN AIR,7039,6767,80.42,276.77
20,1,MAHAN AIR,4924,4679,30.69,274.43
20,2,MAHAN AIR,862,224,4.79,198.71
20,3,MAHAN AIR,1731,529,233.32,254.14
20,4,MAHAN AIR,1368,929,169.98,230.88
21,1,MAHAN AIR,1434,872,38.03,193.82
21,2,MAHAN AIR,400,396,64.97,36.84
21,3,MAHAN AIR,621,677,13.18,112.12
21,4,MAHAN AIR,824,1441,40.88,143.18
22,1,MAHAN AIR,1307,1343,21.67,74.34
22,2,MAHAN AIR,2862,2301,31.43,246.46
22,3,MAHAN AIR,4165,3256,51.73,247.82
22,4,MAHAN AIR,3488,3189,16.20,158.66
23,1,MAHAN AIR,4020,3328,17.74,120.23
23,2,MAHAN AIR,3694,3121,26.29,154.57
23,3,MAHAN AIR,3693,2658,21.00,104.87
23,4,MAHAN AIR,4892,4343,22.68,170.69
24,1,MAHAN AIR,6490,5072,18.07,451.93
24,2,MAHAN AIR,4672,4323,24.97,436.94
15,1,MALAYSIA AIRLINES,118311,135826,3525.66,3975.50
15,2,MALAYSIA AIRLINES,127745,126279,4035.09,4077.43
15,3,MALAYSIA AIRLINES,96378,99274,3775.74,3766.57
15,4,MALAYSIA AIRLINES,100628,94783,2510.85,2505.49
16,1,MALAYSIA AIRLINES,97487,101980,2077.19,2000.30
16,2,MALAYSIA AIRLINES,102847,100580,2197.70,2690.97
16,3,MALAYSIA AIRLINES,80773,81177,3061.27,2521.18
16,4,MALAYSIA AIRLINES,78583,75783,3838.11,3176.54
17,1,MALAYSIA AIRLINES,101742,108014,3448.82,3203.29
17,2,MALAYSIA AIRLINES,99459,97193,3410.14,3167.37
17,3,MALAYSIA AIRLINES,86076,91675,3315.28,2757.24
17,4,MALAYSIA AIRLINES,96515,96451,3501.19,2702.85
18,1,MALAYSIA AIRLINES,106142,115839,3477.36,3033.76
18,2,MALAYSIA AIRLINES,115887,116208,3243.07,3128.94
18,3,MALAYSIA AIRLINES,94880,98318,2777.18,3054.27
18,4,MALAYSIA AIRLINES,114594,110420,3397.13,3221.69
19,1,MALAYSIA AIRLINES,100367,112854,2844.16,3661.57
19,2,MALAYSIA AIRLINES,120282,124123,2738.48,4060.46
19,3,MALAYSIA AIRLINES,120658,127210,3525.53,4115.33
19,4,MALAYSIA AIRLINES,124329,119487,3641.60,3836.26
20,1,MALAYSIA AIRLINES,82477,94682,2718.43,2918.47
20,2,MALAYSIA AIRLINES,0,0,1138.55,1093.32
20,3,MALAYSIA AIRLINES,867,287,2184.34,1880.17
20,4,MALAYSIA AIRLINES,0,0,3430.69,2587.20
21,1,MALAYSIA AIRLINES,0,0,3632.54,2370.06
21,2,MALAYSIA AIRLINES,0,0,4597.50,2175.03
21,3,MALAYSIA AIRLINES,0,0,4646.65,2872.93
21,4,MALAYSIA AIRLINES,0,0,6344.19,2709.19
22,1,MALAYSIA AIRLINES,1251,856,4303.68,2950.10
22,2,MALAYSIA AIRLINES,39906,47439,1549.91,1787.59
22,3,MALAYSIA AIRLINES,52390,71673,1743.74,2359.67
22,4,MALAYSIA AIRLINES,98590,93522,3040.49,3032.81
23,1,MALAYSIA AIRLINES,98554,126353,2796.17,3043.14
23,2,MALAYSIA AIRLINES,108980,122113,3895.11,3923.41
23,3,MALAYSIA AIRLINES,108936,118922,3371.01,3480.10
23,4,MALAYSIA AIRLINES,136807,132743,3885.39,3599.68
24,1,MALAYSIA AIRLINES,141352,156604,3814.85,4275.27
24,2,MALAYSIA AIRLINES,159346,164115,4282.17,4435.58
15,1,MALINDO AIRWAYS,39889,39475,0.00,3.09
15,2,MALINDO AIRWAYS,59658,56550,0.00,0.00
15,3,MALINDO AIRWAYS,59735,54874,27.63,180.13
15,4,MALINDO AIRWAYS,84934,73594,6.61,275.85
16,1,MALINDO AIRWAYS,68094,72561,71.54,339.57
16,2,MALINDO AIRWAYS,72383,73016,43.13,327.12
16,3,MALINDO AIRWAYS,80380,82909,43.55,299.58
16,4,MALINDO AIRWAYS,83988,82856,53.92,259.92
17,1,MALINDO AIRWAYS,87465,92099,68.87,489.11
17,2,MALINDO AIRWAYS,90532,99379,146.88,189.03
17,3,MALINDO AIRWAYS,77201,89010,171.52,196.46
17,4,MALINDO AIRWAYS,87547,89244,136.13,249.21
18,1,MALINDO AIRWAYS,82571,96315,143.37,344.07
18,2,MALINDO AIRWAYS,88850,84743,157.80,189.06
18,3,MALINDO AIRWAYS,67911,68512,402.36,149.42
18,4,MALINDO AIRWAYS,88831,79278,203.70,139.15
19,1,MALINDO AIRWAYS,87550,87892,187.91,180.59
19,2,MALINDO AIRWAYS,92716,90613,127.15,207.50
19,3,MALINDO AIRWAYS,92479,87622,156.91,238.30
19,4,MALINDO AIRWAYS,32027,26028,27.62,90.92
20,1,MALINDO AIRWAYS,56565,60308,104.72,194.38
21,1,MALINDO AIRWAYS,345,0,0.00,0.00
21,2,MALINDO AIRWAYS,257,87,4.40,4.00
21,3,MALINDO AIRWAYS,10,141,3.02,0.00
21,4,MALINDO AIRWAYS,470,1019,14.04,11.88
22,1,MALINDO AIRWAYS,831,1489,0.00,23.40
22,2,MALINDO AIRWAYS,10079,9465,0.19,78.67
22,3,MALINDO AIRWAYS,28452,31960,0.93,152.34
22,4,MALINDO AIRWAYS,58450,51944,0.45,167.64
23,1,MALINDO AIRWAYS,57319,69065,28.47,256.71
23,2,MALINDO AIRWAYS,48951,50263,40.41,194.35
23,3,MALINDO AIRWAYS,50954,53199,88.96,172.17
23,4,MALINDO AIRWAYS,58360,49890,116.28,252.48
24,1,MALINDO AIRWAYS,49813,54240,129.44,246.12
24,2,MALINDO AIRWAYS,51919,52398,205.73,231.23
15,1,MARTIN AIR HOLLAND,0,0,2157.84,2687.21
16,4,MEGA MALDIVES AIRLINES,630,880,0.00,0.00
17,1,MEGA MALDIVES AIRLINES,3315,4044,3.96,5.09
17,2,MEGA MALDIVES AIRLINES,0,0,0.00,0.00
15,1,MIHIN LANKA,11562,11094,0.00,0.00
15,2,MIHIN LANKA,10673,10672,0.00,0.00
15,3,MIHIN LANKA,17971,17540,1.36,0.43
15,4,MIHIN LANKA,26022,28446,3.82,3.46
16,1,MIHIN LANKA,32100,34867,372.95,118.88
16,2,MIHIN LANKA,34347,35445,110.98,195.26
16,3,MIHIN LANKA,41107,44197,118.47,211.64
16,4,MIHIN LANKA,9477,10865,9.12,30.83
17,1,MIHIN LANKA,0,0,0.00,0.00
17,2,MIHIN LANKA,0,0,0.00,0.00
15,1,MYANMAR AIRLINES,3862,3731,0.00,0.00
15,2,MYANMAR AIRLINES,524,904,0.00,0.00
15,3,MYANMAR AIRLINES,0,0,0.00,0.00
15,4,MYANMAR AIRLINES,3197,2715,0.00,0.00
16,1,MYANMAR AIRLINES,3932,4217,0.00,0.00
16,2,MYANMAR AIRLINES,421,762,0.00,0.00
16,3,MYANMAR AIRLINES,0,0,0.00,0.00
16,4,MYANMAR AIRLINES,8316,7485,0.00,0.00
17,1,MYANMAR AIRLINES,8066,8169,0.00,0.00
17,2,MYANMAR AIRLINES,2249,3445,17.23,25.43
17,3,MYANMAR AIRLINES,1292,1265,1.79,24.50
17,4,MYANMAR AIRLINES,7845,7112,0.04,32.27
18,1,MYANMAR AIRLINES,8745,8623,0.05,28.81
18,2,MYANMAR AIRLINES,2365,3171,0.85,30.23
18,3,MYANMAR AIRLINES,1192,1218,0.00,20.20
18,4,MYANMAR AIRLINES,8730,7970,0.00,20.58
19,1,MYANMAR AIRLINES,8671,9197,0.02,29.68
19,2,MYANMAR AIRLINES,1912,2406,0.00,26.17
19,3,MYANMAR AIRLINES,605,710,0.05,13.65
19,4,MYANMAR AIRLINES,7200,6104,1.20,3.59
20,1,MYANMAR AIRLINES,2906,4317,0.00,0.00
21,3,MYANMAR AIRLINES,79,0,0.00,0.00
21,4,MYANMAR AIRLINES,1035,310,57.64,2.75
22,1,MYANMAR AIRLINES,300,294,0.51,0.96
22,2,MYANMAR AIRLINES,782,808,0.00,0.00
22,3,MYANMAR AIRLINES,1002,968,7.14,5.85
22,4,MYANMAR AIRLINES,1818,1540,8.33,3.82
23,1,MYANMAR AIRLINES,4527,4424,17.64,17.77
23,2,MYANMAR AIRLINES,2606,2990,0.18,23.67
23,3,MYANMAR AIRLINES,3333,2464,10.20,28.73
23,4,MYANMAR AIRLINES,7335,6042,29.42,38.77
24,1,MYANMAR AIRLINES,10643,8656,44.51,35.61
24,2,MYANMAR AIRLINES,4472,4010,27.09,20.95
23,1,NEOS SPA,2497,3388,0.00,0.00
23,2,NEOS SPA,5756,11250,0.00,0.00
23,3,NEOS SPA,13324,6898,0.00,0.00
23,4,NEOS SPA,11594,11071,0.00,0.00
24,1,NEOS SPA,11200,13426,0.00,0.00
24,2,NEOS SPA,9150,10075,0.00,0.00
15,1,NEPAL AIRLINES CORPORATION,2499,2170,0.63,0.00
15,2,NEPAL AIRLINES CORPORATION,7624,7195,0.08,0.00
15,3,NEPAL AIRLINES CORPORATION,11318,10910,0.00,0.00
15,4,NEPAL AIRLINES CORPORATION,10676,11048,0.00,101.62
16,1,NEPAL AIRLINES CORPORATION,14148,15263,0.00,67.91
16,2,NEPAL AIRLINES CORPORATION,18489,17944,4.93,8.47
16,3,NEPAL AIRLINES CORPORATION,19540,18439,0.00,34.09
16,4,NEPAL AIRLINES CORPORATION,20033,19664,0.00,28.95
17,1,NEPAL AIRLINES CORPORATION,21657,20843,0.00,9.13
17,2,NEPAL AIRLINES CORPORATION,21763,20146,0.00,41.60
17,3,NEPAL AIRLINES CORPORATION,13133,14156,0.00,60.15
17,4,NEPAL AIRLINES CORPORATION,16359,16073,2.04,84.05
18,1,NEPAL AIRLINES CORPORATION,12615,11974,24.54,97.48
18,2,NEPAL AIRLINES CORPORATION,18562,17852,31.76,125.40
18,3,NEPAL AIRLINES CORPORATION,19944,22478,43.84,245.92
18,4,NEPAL AIRLINES CORPORATION,27365,26650,19.30,207.38
19,1,NEPAL AIRLINES CORPORATION,23460,23015,31.21,192.70
19,2,NEPAL AIRLINES CORPORATION,33945,32315,37.79,194.57
19,3,NEPAL AIRLINES CORPORATION,32932,30696,75.31,236.30
19,4,NEPAL AIRLINES CORPORATION,31460,31894,36.31,126.04
20,1,NEPAL AIRLINES CORPORATION,20723,19228,20.42,103.07
20,4,NEPAL AIRLINES CORPORATION,1244,1339,1.36,7.81
21,3,NEPAL AIRLINES CORPORATION,6780,6331,29.34,115.36
21,4,NEPAL AIRLINES CORPORATION,17226,19176,63.15,110.00
22,1,NEPAL AIRLINES CORPORATION,21755,14254,30.85,49.23
22,2,NEPAL AIRLINES CORPORATION,39143,37077,59.97,50.77
22,3,NEPAL AIRLINES CORPORATION,27870,26107,147.03,48.42
22,4,NEPAL AIRLINES CORPORATION,31581,26356,179.90,46.10
23,1,NEPAL AIRLINES CORPORATION,24349,19579,196.95,58.05
23,2,NEPAL AIRLINES CORPORATION,38465,29492,195.71,39.88
23,3,NEPAL AIRLINES CORPORATION,24897,20915,240.10,42.33
23,4,NEPAL AIRLINES CORPORATION,29114,27022,138.67,33.99
24,1,NEPAL AIRLINES CORPORATION,22904,22052,68.44,55.36
24,2,NEPAL AIRLINES CORPORATION,28056,26147,181.25,67.11
16,4,NOVO AIR,1478,1141,0.00,0.00
17,1,NOVO AIR,4618,4797,0.00,0.00
17,2,NOVO AIR,4856,5023,0.00,0.00
17,3,NOVO AIR,4246,5313,0.00,0.00
17,4,NOVO AIR,4954,5213,0.00,0.00
18,1,NOVO AIR,3789,4063,0.00,0.00
18,2,NOVO AIR,5034,5456,0.00,0.00
18,3,NOVO AIR,5115,5343,0.00,0.00
18,4,NOVO AIR,6555,7723,0.00,0.00
19,1,NOVO AIR,5706,7413,0.00,0.00
19,2,NOVO AIR,8274,9194,0.00,0.00
19,3,NOVO AIR,6274,6668,2.22,14.52
19,4,NOVO AIR,5241,5675,0.00,0.00
20,1,NOVO AIR,4096,4783,0.00,0.00
22,1,NOVO AIR,320,267,0.00,0.00
22,2,NOVO AIR,3047,5788,0.00,0.00
22,3,NOVO AIR,3327,6055,0.00,0.00
22,4,NOVO AIR,5625,6305,0.00,0.00
23,1,NOVO AIR,5949,6197,0.00,0.00
23,2,NOVO AIR,4929,5556,0.00,0.00
23,3,NOVO AIR,5529,6114,0.00,0.00
23,4,NOVO AIR,5518,5937,0.00,0.00
24,1,NOVO AIR,5861,6160,0.00,0.00
24,2,NOVO AIR,5485,4908,0.00,0.00
15,1,OMAN AIR,154005,173363,203.16,2485.45
15,2,OMAN AIR,167548,177248,338.47,2616.31
15,3,OMAN AIR,155192,174619,477.46,2325.73
15,4,OMAN AIR,191307,185423,551.31,2072.34
16,1,OMAN AIR,241460,218557,329.26,3959.18
16,2,OMAN AIR,212330,209389,462.82,3644.11
16,3,OMAN AIR,206382,222574,303.44,2641.78
16,4,OMAN AIR,212808,205260,320.79,2751.02
17,1,OMAN AIR,217624,236096,320.62,3784.27
17,2,OMAN AIR,268273,218222,957.20,4254.72
17,3,OMAN AIR,227147,254647,324.57,3658.84
17,4,OMAN AIR,268551,254376,385.65,2892.04
18,1,OMAN AIR,252765,264833,333.39,11675.42
18,2,OMAN AIR,295670,258087,441.17,3464.82
18,3,OMAN AIR,248662,287795,401.24,3498.58
18,4,OMAN AIR,285601,280230,468.53,3574.21
19,1,OMAN AIR,255611,279396,739.56,3844.56
19,2,OMAN AIR,283498,259095,498.63,4622.40
19,3,OMAN AIR,126783,191870,271.15,2624.40
19,4,OMAN AIR,268887,244818,478.97,4664.38
20,1,OMAN AIR,183020,211099,703.70,4856.94
20,2,OMAN AIR,1604,527,5.04,667.44
20,3,OMAN AIR,9015,10548,15.85,978.10
20,4,OMAN AIR,12613,9174,117.83,1049.22
21,1,OMAN AIR,26434,36438,379.47,1602.98
21,2,OMAN AIR,18158,17924,534.32,1721.35
21,3,OMAN AIR,22779,21346,850.71,1972.18
21,4,OMAN AIR,44801,51339,1510.15,2632.21
22,1,OMAN AIR,37871,57815,1204.68,2533.00
22,2,OMAN AIR,82325,85070,1190.72,2843.36
22,3,OMAN AIR,65765,110045,906.30,2807.21
22,4,OMAN AIR,103564,109192,951.37,2931.83
23,1,OMAN AIR,92293,136138,782.94,2492.23
23,2,OMAN AIR,163455,153977,1399.86,4026.36
23,3,OMAN AIR,128311,203531,1620.51,3448.48
23,4,OMAN AIR,195244,178943,2038.86,5421.45
24,1,OMAN AIR,141784,197588,1196.55,3621.90
24,2,OMAN AIR,159909,152515,359.78,2109.89
15,1,PAK INTERNATIONAL,3629,6879,32.70,104.54
15,2,PAK INTERNATIONAL,3077,6919,18.89,96.27
15,3,PAK INTERNATIONAL,2958,6038,21.69,87.70
15,4,PAK INTERNATIONAL,3478,5674,13.29,91.38
16,1,PAK INTERNATIONAL,2565,6194,8.10,54.38
16,2,PAK INTERNATIONAL,2886,6099,10.45,58.98
16,3,PAK INTERNATIONAL,2715,4849,4.98,13.20
16,4,PAK INTERNATIONAL,1371,1475,4.06,23.97
17,1,PAK INTERNATIONAL,2122,3030,4.30,60.74
17,2,PAK INTERNATIONAL,947,2654,3.31,20.17
17,3,PAK INTERNATIONAL,375,560,0.13,1.05
17,4,PAK INTERNATIONAL,589,985,0.48,0.35
18,1,PAK INTERNATIONAL,622,1347,0.84,0.00
18,2,PAK INTERNATIONAL,470,1034,0.43,0.39
18,3,PAK INTERNATIONAL,501,1064,0.08,0.39
18,4,PAK INTERNATIONAL,660,955,0.00,0.00
19,1,PAK INTERNATIONAL,337,512,0.00,0.00
22,1,QANTAS AIRLINES,30409,28563,0.00,0.00
22,2,QANTAS AIRLINES,10411,17291,8.64,123.44
22,3,QANTAS AIRLINES,10948,11712,8.87,203.71
22,4,QANTAS AIRLINES,11442,10969,8.37,113.29
23,1,QANTAS AIRLINES,10704,10005,6.47,147.35
23,2,QANTAS AIRLINES,9216,8208,3.40,115.28
23,3,QANTAS AIRLINES,8160,8483,11.41,120.08
23,4,QANTAS AIRLINES,9798,9566,11.95,130.40
24,1,QANTAS AIRLINES,12830,13347,13.65,183.95
24,2,QANTAS AIRLINES,8270,8440,70.94,56.67
15,1,QATAR AIRWATYS,218625,252692,8966.69,16444.33
15,2,QATAR AIRWATYS,237709,245563,10860.72,19153.17
15,3,QATAR AIRWATYS,235308,239173,11409.00,19739.24
15,4,QATAR AIRWAYS,346657,313780,14233.87,25063.75
16,1,QATAR AIRWAYS,245082,280775,11958.17,22210.54
16,2,QATAR AIRWAYS,258760,268994,11923.60,24981.09
16,3,QATAR AIRWAYS,261282,263410,14065.11,24819.49
16,4,QATAR AIRWAYS,286397,248175,15038.63,23711.98
17,1,QATAR AIRWAYS,256011,270968,16119.55,26578.36
17,2,QATAR AIRWAYS,269417,248588,16181.45,28557.46
17,3,QATAR AIRWAYS,245086,253313,16592.44,27442.61
17,4,QATAR AIRWAYS,260785,207780,17153.03,26456.32
18,1,QATAR AIRWAYS,239383,257859,21261.36,28159.67
18,2,QATAR AIRWAYS,241231,255715,19931.02,30602.43
18,3,QATAR AIRWAYS,231019,251924,19203.82,27993.84
18,4,QATAR AIRWAYS,254023,196841,18271.85,27122.46
19,1,QATAR AIRWAYS,233613,258072,18282.17,28356.28
19,2,QATAR AIRWAYS,280040,283145,20387.16,32541.95
19,3,QATAR AIRWAYS,260225,271143,19451.12,26237.37
19,4,QATAR AIRWAYS,275520,236382,20148.80,26058.26
20,1,QATAR AIRWAYS,194663,224621,20554.77,28851.96
20,2,QATAR AIRWAYS,10198,15775,11276.94,25151.53
20,3,QATAR AIRWAYS,16669,14872,20774.24,30367.19
20,4,QATAR AIRWAYS,35165,21696,24672.50,26994.03
21,1,QATAR AIRWAYS,67716,62286,28479.32,33123.71
21,2,QATAR AIRWAYS,84153,103329,25972.61,31593.65
21,3,QATAR AIRWAYS,182436,205994,22229.12,29690.51
21,4,QATAR AIRWAYS,236224,226753,23120.76,27407.11
22,1,QATAR AIRWAYS,234793,257517,22931.79,26583.66
22,2,QATAR AIRWAYS,248937,262001,21757.97,24886.02
22,3,QATAR AIRWAYS,245944,263947,19600.45,23204.55
22,4,QATAR AIRWAYS,257111,217146,17106.27,22522.14
23,1,QATAR AIRWAYS,255693,273021,17747.56,28231.03
23,2,QATAR AIRWAYS,250973,251045,16425.27,28358.82
23,3,QATAR AIRWAYS,251724,267445,16426.41,26281.04
23,4,QATAR AIRWAYS,287765,256360,17626.76,23762.53
24,1,QATAR AIRWAYS,272063,287672,18217.96,28753.80
24,2,QATAR AIRWAYS,272470,269551,15526.70,25607.14
15,1,REGENT AIRWAYS,8644,8699,0.00,0.00
15,2,REGENT AIRWAYS,9619,9958,0.00,0.00
15,3,REGENT AIRWAYS,15610,15904,0.00,0.00
15,4,REGENT AIRWAYS,17212,18436,0.00,0.00
16,1,REGENT AIRWAYS,19248,20067,0.00,0.07
16,2,REGENT AIRWAYS,21582,25822,0.00,4.04
16,3,REGENT AIRWAYS,24122,26643,0.00,3.60
16,4,REGENT AIRWAYS,21894,23446,0.00,5.18
17,1,REGENT AIRWAYS,28254,27887,0.01,17.83
17,2,REGENT AIRWAYS,27682,26710,0.00,61.98
17,3,REGENT AIRWAYS,21040,22481,0.00,54.46
17,4,REGENT AIRWAYS,28089,27759,0.00,113.98
18,1,REGENT AIRWAYS,30442,31775,0.00,66.21
18,2,REGENT AIRWAYS,27065,28614,0.00,105.48
18,3,REGENT AIRWAYS,24533,24235,0.00,81.22
18,4,REGENT AIRWAYS,28980,28098,0.00,112.39
19,1,REGENT AIRWAYS,29037,30015,0.00,132.88
19,2,REGENT AIRWAYS,26647,27412,0.00,170.35
19,3,REGENT AIRWAYS,26078,26091,0.79,126.66
19,4,REGENT AIRWAYS,27374,27659,0.91,128.54
20,1,REGENT AIRWAYS,20533,19717,123.02,33.10
16,4,ROSSIYA AIRLINES,23910,19917,0.00,0.10
17,1,ROSSIYA AIRLINES,26094,26100,0.00,0.00
17,2,ROSSIYA AIRLINES,7987,10381,0.00,0.00
17,4,ROSSIYA AIRLINES,23750,18953,6.31,2.61
18,1,ROSSIYA AIRLINES,27005,27004,5.59,1.37
18,2,ROSSIYA AIRLINES,7050,9866,4.10,0.00
18,4,ROSSIYA AIRLINES,19642,17455,15.31,0.00
19,1,ROSSIYA AIRLINES,26153,26479,4.87,4.80
19,2,ROSSIYA AIRLINES,5469,7795,0.81,0.39
19,4,ROSSIYA AIRLINES,21068,16273,9.06,0.90
20,1,ROSSIYA AIRLINES,20998,24339,10.09,0.75
21,4,ROSSIYA AIRLINES,510,0,0.00,0.00
22,1,ROSSIYA AIRLINES,2933,3273,0.00,0.00
17,2,RWANDA AIR,3390,3447,0.00,0.00
17,3,RWANDA AIR,3607,4268,0.00,0.00
17,4,RWANDAIR,3120,2728,0.00,0.00
18,1,RWANDAIR,2578,3890,0.00,0.00
18,2,RWANDAIR,3061,4228,0.00,0.00
18,3,RWANDAIR,3547,4199,0.00,0.00
18,4,RWANDAIR,3606,2825,0.00,0.00
19,1,RWANDAIR,2836,3808,0.00,0.00
19,2,RWANDAIR,4665,6196,0.00,0.00
19,3,RWANDAIR,5895,5671,0.00,0.00
19,4,RWANDAIR,7081,6660,0.00,0.00
20,1,RWANDAIR,3326,3099,0.00,0.00
20,3,RWANDAIR,103,79,0.00,0.00
20,4,RWANDAIR,964,1145,0.00,0.00
21,1,RWANDAIR,807,1061,0.00,0.00
21,3,RWANDAIR,289,442,0.00,0.00
21,4,RWANDAIR,5071,5226,0.00,0.00
22,1,RWANDAIR,4745,4938,0.00,0.00
22,2,RWANDAIR,2085,2968,0.00,0.00
22,3,RWANDAIR,2029,2581,0.00,0.00
22,4,RWANDAIR,3091,2213,0.00,0.00
23,1,RWANDAIR,1676,2376,0.00,0.00
23,2,RWANDAIR,1923,2058,0.00,52.38
23,3,RWANDAIR,1928,2232,0.00,33.54
23,4,RWANDAIR,2354,1856,0.00,56.18
24,1,RWANDAIR,1274,2065,0.00,29.80
15,1,SAFI AIRWAYS,6453,6702,4.53,50.67
15,2,SAFI AIRWAYS,5302,5582,8.76,69.78
15,3,SAFI AIRWAYS,7047,6781,27.93,94.82
15,4,SAFI AIRWAYS,6324,5150,8.92,101.31
16,1,SAFI AIRWAYS,8315,7647,65.73,322.48
16,2,SAFI AIRWAYS,5116,5856,35.16,125.50
16,3,SAFI AIRWAYS,7131,5683,123.86,286.56
16,4,SAFI AIRWAYS,7394,6930,85.43,329.97
17,1,SAFI AIRWAYS,9944,9298,153.71,275.81
17,2,SAFI AIRWAYS,5853,6056,10.42,81.43
17,3,SAFI AIRWAYS,0,0,0.00,0.00
22,1,SALAM AIR,28339,35082,73.85,250.44
22,2,SALAM AIR,49322,45543,23.40,226.68
22,3,SALAM AIR,43921,58510,3.64,216.90
22,4,SALAM AIR,57880,48057,0.00,100.77
23,1,SALAM AIR,43841,48184,0.00,0.00
23,2,SALAM AIR,41138,35737,0.00,0.00
23,4,SALAM AIR,8417,6942,0.00,0.00
24,1,SALAM AIR,40690,39876,0.41,12.12
24,2,SALAM AIR,41088,38158,0.30,32.29
15,1,SAUDIA,165671,194652,904.69,7088.79
15,2,SAUDIA,170380,186259,466.49,8427.43
15,3,SAUDIA,150467,172654,333.69,6719.41
15,4,SAUDIA,178431,180950,633.98,8062.14
16,1,SAUDIA,183103,202580,434.14,7614.85
16,2,SAUDIA,205648,201045,1071.40,7842.13
16,3,SAUDIA,165109,187774,666.06,6943.99
16,4,SAUDIA,187901,185085,678.74,6881.98
17,1,SAUDIA,180998,190302,666.49,7690.34
17,2,SAUDIA,204447,187935,718.95,8526.50
17,3,SAUDIA,157276,175336,546.01,7814.72
17,4,SAUDIA,186003,188686,932.27,7004.19
18,1,SAUDIA,192136,202769,1302.53,6215.45
18,2,SAUDIA,223346,189545,1063.64,7987.83
18,3,SAUDIA,161792,182500,828.57,7450.87
18,4,SAUDIA,207584,213227,1846.30,5911.80
19,1,SAUDIA,189714,203390,1483.55,6037.73
19,2,SAUDIA,209836,203423,1948.26,6673.52
19,3,SAUDIA,156697,182470,2096.76,4422.16
19,4,SAUDIA,197861,184270,1711.25,9487.07
20,1,SAUDIA,146209,155550,1247.64,5087.68
20,2,SAUDIA,3916,2275,60.79,963.86
20,3,SAUDIA,11650,1778,167.47,1325.76
22,1,SAUDIA,75799,97976,755.72,4919.86
22,2,SAUDIA,136592,126539,829.09,5641.62
22,3,SAUDIA,118951,169566,942.59,4179.37
22,4,SAUDIA,152223,145024,667.56,3717.37
23,1,SAUDIA,130093,170166,664.97,6558.51
23,2,SAUDIA,147506,118411,721.94,5118.05
23,3,SAUDIA,153817,185316,425.27,5430.69
23,4,SAUDIA,205949,188034,620.31,6679.40
24,1,SAUDIA,180999,192221,770.61,8866.40
24,2,SAUDIA,152264,104265,724.26,5082.79
15,4,SCAT AIRLINES,1490,1227,0.00,0.00
16,1,SCAT AIRLINES,2028,2252,0.00,0.00
16,2,SCAT AIRLINES,0,0,0.00,0.00
16,3,SCAT AIRLINES,0,0,0.00,0.00
16,4,SCAT AIRLINES,2291,1656,0.00,0.00
17,1,SCAT AIRLINES,3015,3419,0.00,0.00
17,2,SCAT AIRLINES,0,0,0.00,0.00
17,4,SCAT AIRLINES,2087,1700,0.00,0.00
18,1,SCAT AIRLINES,2523,2641,0.00,0.00
18,2,SCAT AIRLINES,2,234,0.00,0.00
18,4,SCAT AIRLINES,1818,1385,0.00,0.00
19,1,SCAT AIRLINES,3019,3410,0.00,0.00
19,2,SCAT AIRLINES,0,237,0.00,0.00
19,4,SCAT AIRLINES,2315,1961,0.00,0.00
20,1,SCAT AIRLINES,2277,2527,0.00,0.00
21,4,SCAT AIRLINES,858,334,0.00,0.00
22,1,SCAT AIRLINES,368,850,0.00,0.00
22,4,SCAT AIRLINES,2388,1421,0.00,0.00
23,1,SCAT AIRLINES,7307,7716,0.00,17.09
23,2,SCAT AIRLINES,37,367,0.00,0.00
23,4,SCAT AIRLINES,2853,2284,0.00,7.68
24,1,SCAT AIRLINES,5448,5572,0.00,13.49
24,2,SCAT AIRLINES,115,441,0.00,3.59
16,2,SCOOT PTE LTD.,15744,14627,303.63,424.68
16,3,SCOOT PTE LTD.,35683,34471,841.59,1334.09
16,4,SCOOT PTE LTD.,40281,31804,776.24,1250.86
17,1,SCOOT PTE LTD.,34952,33053,724.11,1221.16
17,2,SCOOT PTE LTD.,38623,37661,858.06,1109.24
17,3,SCOOT TIGER AIR,90462,86853,744.97,1064.16
17,4,SCOOT TIGER AIR,112268,96107,1125.20,1967.27
18,1,SCOOT TIGER AIR,100339,98930,932.32,1895.21
18,2,SCOOT TIGER AIR,106980,102487,951.57,1732.61
18,3,SCOOT TIGER AIR,99864,93899,904.93,1767.97
18,4,SCOOT TIGER AIR,109339,92823,872.75,1830.92
19,1,SCOOT TIGER AIR,94203,99677,415.38,1270.55
19,2,SCOOT TIGER AIR,113631,114784,925.24,1599.72
19,3,SCOOT TIGER AIR,92048,96904,654.14,1333.36
19,4,SCOOT TIGER AIR,119448,108381,777.92,1349.31
20,1,SCOOT TIGER AIR,89808,95603,529.19,1181.46
20,2,SCOOT TIGER AIR,0,476,55.12,29.09
20,3,SCOOT TIGER AIR,1433,15,0.00,12.30
20,4,SCOOT TIGER AIR,944,0,0.00,11.48
21,4,SCOOT TIGER AIR,3610,1961,3.90,29.86
22,1,SCOOT TIGER AIR,17486,13763,1.36,81.64
